Account Number,Account Name,Account Type,Source Account Number,Source Account Name,As-Of Date,Mellon Security ID,Country Code,Country,Segment,Category,Sector,Industry,Security Description 1,Security Description 2,,Acct Base Currency Code,Exchange Rate,Issue Currency Code,Shares/Par,Base Cost,Local Cost,Base Price,Local Price,Base Market Value,Local Market Value,Base Net Income Receivable,Local Net Income Receivable,Base Market Value with Accrual,Coupon Rate,Maturity Date,Base Unrealized Gain/Loss,Local Unrealized Gain/Loss,Base Unrealized Currency Gain/Loss,Base Net Unrealized Gain/Loss,Percent of Total,ISIN,SEDOL,CUSIP,Ticker,CMS Account Number,Income Currency,Security Identifier,Underlying Security,Fair Value Price Level,Report Run Date and Time (EDT)
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              03256,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,MGMT FEE REBATE DISTRIBUTION - CLASS 6,,,CAD,1.000000,CAD,1.0000,0.00,0.00,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00, -   ,,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              03602,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,Other Fees - Class 2,,,CAD,1.000000,CAD,1.0000,0.00,0.00,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00, -   ,,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              10702,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,MGMT FEE REBATE HST - CLASS 2,,,CAD,1.000000,CAD,1.0000,0.00,0.00,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00, -   ,,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              10706,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,MGMT FEE REBATE HST - CLASS 6,,,CAD,1.000000,CAD,1.0000,0.00,0.00,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00, -   ,,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              03652,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,2014 HST REFUND,,,CAD,1.000000,CAD,1.0000,0.00,0.00,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00, -   ,,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              03801,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,HST Rebate Rec/Pay - Class 1,,,CAD,1.000000,CAD,1.0000,"1,131.58","1,131.58",0.000000,0.000000,"1,131.58","1,131.58",0.00,0.00,"1,131.58",0.00,,0.00,0.00,0.00,0.00, 0.00 ,,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              03802,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,HST Rebate Rec/Pay - Class 2,,,CAD,1.000000,CAD,1.0000,0.00,0.00,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00, -   ,,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              03806,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,HST Rebate Rec/Pay - Class 6,,,CAD,1.000000,CAD,1.0000,-88.85,-88.85,0.000000,0.000000,-88.85,-88.85,0.00,0.00,-88.85,0.00,,0.00,0.00,0.00,0.00, (0.00),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              05001,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,Management Fee - Class 1,,,CAD,1.000000,CAD,1.0000,"-19,076.30","-19,076.30",0.000000,0.000000,"-19,076.30","-19,076.30",0.00,0.00,"-19,076.30",0.00,,0.00,0.00,0.00,0.00, (0.04),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              05002,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,Management Fee - Class 2,,,CAD,1.000000,CAD,1.0000,0.00,0.00,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00, -   ,,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              05006,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,Management Fee - Class 6,,,CAD,1.000000,CAD,1.0000,"-3,669.63","-3,669.63",0.000000,0.000000,"-3,669.63","-3,669.63",0.00,0.00,"-3,669.63",0.00,,0.00,0.00,0.00,0.00, (0.01),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              06601,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,FUND SERIES EXPENSE - CLASS 1,,,CAD,1.000000,CAD,1.0000,"-5,452.99","-5,452.99",0.000000,0.000000,"-5,452.99","-5,452.99",0.00,0.00,"-5,452.99",0.00,,0.00,0.00,0.00,0.00, (0.01),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              06602,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,FUND SERIES EXPENSE - CLASS 2,,,CAD,1.000000,CAD,1.0000,0.00,0.00,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00, -   ,,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              06606,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,FUND SERIES EXPENSE - CLASS 6,,,CAD,1.000000,CAD,1.0000,"-2,449.15","-2,449.15",0.000000,0.000000,"-2,449.15","-2,449.15",0.00,0.00,"-2,449.15",0.00,,0.00,0.00,0.00,0.00, (0.00),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              09001,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,HST Expense - Class 1,,,CAD,1.000000,CAD,1.0000,"-37,570.45","-37,570.45",0.000000,0.000000,"-37,570.45","-37,570.45",0.00,0.00,"-37,570.45",0.00,,0.00,0.00,0.00,0.00, (0.07),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              09002,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,HST Expense - Class 2,,,CAD,1.000000,CAD,1.0000,0.00,0.00,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00, -   ,,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              09006,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,HST Expense - Class 6,,,CAD,1.000000,CAD,1.0000,"-16,319.15","-16,319.15",0.000000,0.000000,"-16,319.15","-16,319.15",0.00,0.00,"-16,319.15",0.00,,0.00,0.00,0.00,0.00, (0.03),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              09201,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,Performance Fees - Class 1,,,CAD,1.000000,CAD,1.0000,"-264,473.71","-264,473.71",0.000000,0.000000,"-264,473.71","-264,473.71",0.00,0.00,"-264,473.71",0.00,,0.00,0.00,0.00,0.00, (0.49),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              09206,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,Performance Fees - Class 6,,,CAD,1.000000,CAD,1.0000,"-119,412.76","-119,412.76",0.000000,0.000000,"-119,412.76","-119,412.76",0.00,0.00,"-119,412.76",0.00,,0.00,0.00,0.00,0.00, (0.22),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,5797921,FR,FRANCE,EQUITIES,CONSUMER DISCRETIONARY,CONSUMER DISCRETIONARY,CONSUMER DISCRETIONARY,Assystem,,,CAD,0.673923,EUR,"14,220.0000","1,025,241.41","685,732.31",56.534635,38.100000,"803,922.51","541,782.00",0.00,0.00,"803,922.51",0.00,,"-213,600.48","-143,950.31","-7,718.42","-221,318.90", 1.48 ,FR0000074148,5797921,F0427A122,ASY,,EUR,,,1,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,INTEXPUSD,US,UNITED STATES,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,INTEREST EXPENSE,,,CAD,0.718133,USD,0.0000,0.00,0.00,0.000000,0.000000,0.00,0.00,2.10,1.51,2.10,0.00,,0.00,0.00,0.00,0.00, 0.00 ,,,,,,USD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,USD,US,UNITED STATES,CURRENCY,FOREIGN CASH,FOREIGN CASH,FOREIGN CASH,United States Dollar,,,CAD,0.718133,USD,"290,820.8100","405,032.38","290,820.81",0.718133,0.718133,"404,967.98","290,820.81",0.00,0.00,"404,967.98",0.00,,0.00,0.00,-64.40,-64.40, 0.75 ,,,,,,USD,,,1,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,4942818,KR,KOREA REPUBLIC OF,EQUITIES,INFORMATION TECHNOLOGY,TECHNOLOGY HARDWARE & EQUIPMENT,COMPUTERS & PERIPHERALS,"Samsung Electronics Company Limited, GDR",,,CAD,0.718133,USD,535.0000,"897,184.17","663,542.02","1,363.953749",979.500000,"729,715.26","524,032.50","1,154.52",829.10,"730,869.78",0.00,,"-194,267.00","-139,509.52","26,798.09","-167,468.91", 1.35 ,US7960508882,4942818,796050888,SMSN,,USD,US7960508882,,1,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,B16CYP9,IN,INDIA,EQUITIES,ENERGY,ENERGY,"OIL, GAS & CONSUMABLE FUELS","Reliance Industries Limited, GDR",,,CAD,0.718133,USD,"13,527.0000","1,061,237.70","777,117.13",82.993000,59.600000,"1,122,646.31","806,209.20",0.00,0.00,"1,122,646.31",0.00,,"40,510.71","29,092.07","20,897.90","61,408.61", 2.07 ,US7594701077,B16CYP9,759470107,RIGD,,USD,,,1,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,02156V109,US,UNITED STATES,EQUITIES,UTILITIES,UTILITIES,UTILITIES,Oklo Inc,.,,CAD,0.718133,USD,"130,350.0000","1,550,954.38","1,154,327.46",33.503550,24.060000,"4,367,187.74","3,136,221.00",0.00,0.00,"4,367,187.74",0.00,,"2,759,786.75","1,981,893.54","56,446.61","2,816,233.36", 8.05 ,US02156V1098,BMD78K7,02156V109,OKLO,,USD,,,1,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,03990B101,US,UNITED STATES,EQUITIES,FINANCIALS,FINANCIALS,FINANCIALS,Ares Management Corp.,,,CAD,0.718133,USD,"6,000.0000","610,316.69","443,439.14",238.646650,171.380000,"1,431,879.90","1,028,280.00",0.00,0.00,"1,431,879.90",0.00,,"814,390.90","584,840.86","7,172.31","821,563.21", 2.64 ,US03990B1017,BF14BT1,03990B101,ARES,,USD,,,1,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,084670702,US,UNITED STATES,EQUITIES,FINANCIALS,FINANCIAL SERVICES,FINANCIAL SERVICES,"Berkshire Hathaway Inc., Class B",,,CAD,0.718133,USD,"12,484.0000","4,787,198.40","3,553,809.75",650.798800,467.360000,"8,124,572.22","5,834,522.24",0.00,0.00,"8,124,572.22",0.00,,"3,175,892.14","2,280,712.49","161,481.68","3,337,373.82", 14.97 ,US0846707026,2073390,084670702,BRK/B,,USD,US0846707026,,1,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,088929104,US,UNITED STATES,EQUITIES,FINANCIALS,FINANCIAL SERVICES,CAPITAL MARKETS,BGC GROUP INC - A ,.,,CAD,0.718133,USD,"123,300.0000","1,584,452.32","1,146,045.36",15.999825,11.490000,"1,972,778.42","1,416,717.00",0.00,0.00,"1,972,778.42",0.00,,"376,910.26","270,671.64","11,415.84","388,326.10", 3.63 ,US0889291045,BRJTVC5,088929104,,,USD,,,1,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,11271J107,CA,CANADA,EQUITIES,FINANCIALS,FINANCIAL SERVICES,CAPITAL MARKETS,Brookfield Corporation,,,CAD,0.718133,USD,"39,977.0000","1,673,483.63","1,212,301.40",81.837225,58.770000,"3,271,606.74","2,349,448.29",0.00,0.00,"3,271,606.74",0.00,,"1,583,477.04","1,137,146.89","14,646.07","1,598,123.11", 6.03 ,CA11271J1075,BP95GG8,11271J107,K7X,,USD,,,1,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,113004105,CA,CANADA,EQUITIES,FINANCIALS,FINANCIAL SERVICES,CAPITAL MARKETS,Brookfield Asset Management Ltd.,,,CAD,0.718133,USD,"27,529.0000","1,324,704.84","973,722.58",80.486500,57.800000,"2,215,712.86","1,591,176.20",0.00,0.00,"2,215,712.86",0.00,,"859,804.17","617,453.62","31,203.85","891,008.02", 4.08 ,CA1130041058,BP95GD5,113004105,BAM-W,,USD,,,1,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,143658300,US,UNITED STATES,EQUITIES,CONSUMER DISCRETIONARY,CONSUMER STAPLES,"HOTELS, RESTAURANTS & LEISURE",Carnival Corporation,,,CAD,0.718133,USD,"90,702.0000","1,318,833.66","965,610.06",34.255500,24.600000,"3,107,042.36","2,231,269.20",0.00,0.00,"3,107,042.36",0.00,,"1,762,430.35","1,265,659.14","25,778.35","1,788,208.70", 5.72 ,PA1436583006,2523044,143658300,CCL,,USD,PA1436583006,,1,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,235851102,US,UNITED STATES,EQUITIES,HEALTH CARE,"PHARMACEUTICALS, BIOTECHNOLOGY & LIFE SCIENCES",LIFE SCIENCES TOOLS & SERVICES,Danaher Corporation,,,CAD,0.718133,USD,"7,191.0000","1,938,197.83","1,412,020.07",338.725625,243.250000,"2,435,775.97","1,749,210.75",0.00,0.00,"2,435,775.97",0.00,,"469,538.02","337,190.68","28,040.12","497,578.14", 4.49 ,US2358511028,2250870,235851102,DHR,,USD,US2358511028,,1,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,502441306,FR,FRANCE,EQUITIES,CONSUMER DISCRETIONARY,CONSUMER DURABLES & APPAREL,WASTE HOLDINGS,"LVMH Moet Hennessy Louis Vuitton SE, ADR",,,CAD,0.718133,USD,"7,551.0000","1,579,470.69","1,152,903.49",177.181700,127.240000,"1,337,899.02","960,789.24","1,245.70",894.58,"1,339,144.72",0.00,,"-267,519.09","-192,114.25","25,947.42","-241,571.67", 2.47 ,US5024413065,2165747,502441306,LVMUY,,USD,US5024413065,,1,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,78468R663,US,UNITED STATES,EQUITIES,POOLED OR MUTUAL FUNDS,POOLED OR MUTUAL FUNDS,POOLED OR MUTUAL FUNDS,SPDR Bloomberg Barclays 1-3 Month T-Bill ETF,,,CAD,0.718133,USD,"4,857.0000","616,296.31","444,975.69",127.511225,91.570000,"619,322.02","444,755.49",0.00,0.00,"619,322.02",0.00,,-306.63,-220.20,"3,332.34","3,025.71", 1.14 ,US78468R6633,BDFDQP1,78468R663,BIL,,USD,,,1,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,89151E109,FR,FRANCE,EQUITIES,ENERGY,ENERGY,"OIL, GAS & CONSUMABLE FUELS",TotalEnergies SE,,,CAD,0.718133,USD,0.0000,0.00,0.00,0.000000,0.000000,0.00,0.00,"2,051.55","1,473.28","2,051.55",0.00,,0.00,0.00,0.00,0.00, 0.00 ,US89151E1091,2898032,89151E109,TTE,,USD,US89151E1091,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,CAPREC,,,,,,,CAPITAL SHARES RECEIVABLE,,,CAD,, ,,850.00,850.00,,,850.00,850.00,,,850.00,,,,,,, 0.00 ,,,,,, ,,,,11/11/2024 06:36:32 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,CAPPAY,,,,,,,CAPITAL SHARES PAYABLE,,,CAD,, ,,"-10,000.00","-10,000.00",,,"-10,000.00","-10,000.00",,,"-10,000.00",,,,,,, (0.02),,,,,, ,,,,11/11/2024 06:36:32 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,SECPAY,,,,,,,SECURITIES PURCHASED PAYABLE,,,CAD,, ,,"-399,791.35","-399,791.35",,,"-399,791.35","-399,791.35",,,"-399,791.35",,,,,,, (0.74),,,,,, ,,,,11/11/2024 06:36:32 PM 
23102700,PORT LIFE SCI ALT FD,V,23102700,PORT LIFE SCI ALT FD,11/11/2024,BF7M092,AU,AUSTRALIA,EQUITIES,HEALTH CARE,"PHARMACEUTICALS, BIOTECHNOLOGY & LIFE SCIENCES",BIOTECHNOLOGY,Telix Pharmaceuticals Ltd.,,,CAD,1.092632,AUD,"119,676.0000","983,593.44","1,099,003.87",21.361257,23.340000,"2,556,429.82","2,793,237.84",0.00,0.00,"2,556,429.82",0.00,,"1,550,598.44","1,694,233.97","22,237.94","1,572,836.38", 15.33 ,AU000000TLX2,BF7M092,Q8973A105,TLX,,AUD,,,1,11/11/2024 06:36:33 PM 
23102700,PORT LIFE SCI ALT FD,V,23102700,PORT LIFE SCI ALT FD,11/11/2024,BMCHJF0,AU,AUSTRALIA,EQUITIES,CONSUMER DISCRETIONARY,CONSUMER DISCRETIONARY,CONSUMER DISCRETIONARY,Clarity Pharmaceuticals Ltd,,,CAD,1.092632,AUD,"400,235.0000","484,408.31","546,310.88",6.845853,7.480000,"2,739,949.90","2,993,757.80",0.00,0.00,"2,739,949.90",0.00,,"2,239,954.73","2,447,446.92","15,586.86","2,255,541.59", 16.44 ,AU0000165375,BMCHJF0,Q2517S102,CU6,,AUD,,,1,11/11/2024 06:36:33 PM 
23102700,PORT LIFE SCI ALT FD,V,23102700,PORT LIFE SCI ALT FD,11/11/2024,CAD,CA,CANADA,CASH,BASE CASH,BASE CASH,BASE CASH,Canadian Dollar,,,CAD,1.000000,CAD,"404,618.7900","404,618.79","404,618.79",1.000000,1.000000,"404,618.79","404,618.79",0.00,0.00,"404,618.79",0.00,,0.00,0.00,0.00,0.00, 2.43 ,,,,,,CAD,,,1,11/11/2024 06:36:33 PM 
23102700,PORT LIFE SCI ALT FD,V,23102700,PORT LIFE SCI ALT FD,11/11/2024,EXPENSE              03801,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,HST Rebate Rec/Pay - Class 1,,,CAD,1.000000,CAD,1.0000,10.13,10.13,0.000000,0.000000,10.13,10.13,0.00,0.00,10.13,0.00,,0.00,0.00,0.00,0.00, 0.00 ,,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23102700,PORT LIFE SCI ALT FD,V,23102700,PORT LIFE SCI ALT FD,11/11/2024,EXPENSE              03806,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,HST Rebate Rec/Pay - Class 6,,,CAD,1.000000,CAD,1.0000,-1.32,-1.32,0.000000,0.000000,-1.32,-1.32,0.00,0.00,-1.32,0.00,,0.00,0.00,0.00,0.00, (0.00),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23102700,PORT LIFE SCI ALT FD,V,23102700,PORT LIFE SCI ALT FD,11/11/2024,EXPENSE              05001,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,Management Fee - Class 1,,,CAD,1.000000,CAD,1.0000,"-4,300.38","-4,300.38",0.000000,0.000000,"-4,300.38","-4,300.38",0.00,0.00,"-4,300.38",0.00,,0.00,0.00,0.00,0.00, (0.03),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23102700,PORT LIFE SCI ALT FD,V,23102700,PORT LIFE SCI ALT FD,11/11/2024,EXPENSE              05006,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,Management Fee - Class 6,,,CAD,1.000000,CAD,1.0000,"-1,863.08","-1,863.08",0.000000,0.000000,"-1,863.08","-1,863.08",0.00,0.00,"-1,863.08",0.00,,0.00,0.00,0.00,0.00, (0.01),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23102700,PORT LIFE SCI ALT FD,V,23102700,PORT LIFE SCI ALT FD,11/11/2024,EXPENSE              06601,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,Admin Fee 6 - Class 1,,,CAD,1.000000,CAD,1.0000,"-1,231.54","-1,231.54",0.000000,0.000000,"-1,231.54","-1,231.54",0.00,0.00,"-1,231.54",0.00,,0.00,0.00,0.00,0.00, (0.01),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23102700,PORT LIFE SCI ALT FD,V,23102700,PORT LIFE SCI ALT FD,11/11/2024,EXPENSE              06606,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,Admin Fee 6 - Class 6,,,CAD,1.000000,CAD,1.0000,"-1,248.80","-1,248.80",0.000000,0.000000,"-1,248.80","-1,248.80",0.00,0.00,"-1,248.80",0.00,,0.00,0.00,0.00,0.00, (0.01),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23102700,PORT LIFE SCI ALT FD,V,23102700,PORT LIFE SCI ALT FD,11/11/2024,EXPENSE              09001,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,HST Expense - Class 1,,,CAD,1.000000,CAD,1.0000,-719.15,-719.15,0.000000,0.000000,-719.15,-719.15,0.00,0.00,-719.15,0.00,,0.00,0.00,0.00,0.00, (0.00),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23102700,PORT LIFE SCI ALT FD,V,23102700,PORT LIFE SCI ALT FD,11/11/2024,EXPENSE              09006,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,HST Expense - Class 6,,,CAD,1.000000,CAD,1.0000,-404.52,-404.52,0.000000,0.000000,-404.52,-404.52,0.00,0.00,-404.52,0.00,,0.00,0.00,0.00,0.00, (0.00),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23102700,PORT LIFE SCI ALT FD,V,23102700,PORT LIFE SCI ALT FD,11/11/2024,EXPENSE              09201,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,Performance Fees - Class 1,,,CAD,1.000000,CAD,1.0000,0.00,0.00,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00, -   ,,,,,,CAD,,,,11/11/2024 06:36:33 PM 
